scenario,method,E,n,active_m,TP_m,FP_m,precision_m,recall_m,F1_m,jaccard_m,coef_err_m,test_mse_m,rounds_m,local_epochs_m,vector_kib_m,scalar_kib_m,upload_kib_m,selected_rounds_m,selected_local_epochs_m,selected_vector_kib_m,tuning_rounds_m,total_rounds_m,F1_se,jaccard_se,coef_err_se,test_mse_se,recall_se,precision_se,active_se
Independent,FedAvg-ST-min,5.0,200,197.36,28.265,169.095,0.15561115133041056,0.9421666666666667,0.2641927195673097,0.15363260520901198,2.897887748768491,29.100716770527637,5.875,29.375,82.6171875,2.8125,85.4296875,5.875,29.375,82.6171875,0.0,6.875,0.004297385390740939,0.0029083907273454632,0.01891058842463786,0.23955186656587046,0.003436246345174286,0.00303700313950675,4.540172666231537
Independent,FedAvg-ST-min,8.0,200,195.36,28.235,167.125,0.15642325274100324,0.9411666666666667,0.26544979694905346,0.15441554036036784,2.9022995167819747,29.127511976096294,4.865,38.92,68.4140625,2.8125,71.2265625,4.865,38.92,68.4140625,0.0,5.865,0.004213074340762557,0.002856509574693978,0.01882519911192449,0.23971902591076047,0.0034076923852540087,0.0029840794899139264,4.404463473848127
Independent,FedAvg-ST-min,10.0,200,193.895,28.215,165.68,0.15702383961421376,0.9405,0.26636405595278523,0.15499623874713653,2.9036371356846327,29.13597473231453,4.5,45.0,63.28125,2.8125,66.09375,4.5,45.0,63.28125,0.0,5.5,0.004166447579611783,0.002829556335679454,0.01880615211996985,0.23975939212506736,0.0034068730413089952,0.002956827880618086,4.24977916955102
Independent,FedAvg-ST-min,15.0,200,192.515,28.205,164.31,0.15759313853859727,0.9401666666666667,0.26724325093213785,0.15555988715210087,2.905293211503089,29.144939013358826,3.87,58.05,54.421875,2.8125,57.234375,3.87,58.05,54.421875,0.0,4.87,0.00412848946643697,0.002808154804739087,0.018767915591988055,0.23968722562880249,0.003410312963037654,0.002934567487551564,4.044898626603328
Independent,FedAvg-ST-min,20.0,200,192.135,28.2,163.935,0.15757661523429786,0.94,0.2672482152681449,0.15554016515285896,2.905832881113105,29.147389067028744,3.49,69.8,49.078125,2.8125,51.890625,3.49,69.8,49.078125,0.0,4.49,0.004090930216739201,0.0027848237758326044,0.018775849863873498,0.239695641831105,0.003416058899247314,0.002912101641190277,3.937671923342446
Independent,Local-only,,200,107.34,25.87,81.47,0.2636215032176402,0.8623333333333334,0.3953580529381916,0.24950483612117977,2.8492387135711614,28.79466579111829,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005630293626807013,0.004480961629529596,0.020537930024947318,0.242429829982905,0.004803858025202051,0.005557334075882839,2.4608843448634414
Independent,Local-only-1SE,,200,39.04,19.925,19.115,0.5786651742420041,0.6641666666666667,0.5820967980784582,0.4182770185789652,3.3128564635226905,31.79302127462196,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00794148731675939,0.007043823045173481,0.03157319771036098,0.3217883421254048,0.011929762573673043,0.013323139893598585,1.40062512963635
Independent,One-shot,,200,194.005,28.195,165.81,0.15507870864553522,0.9398333333333333,0.26363366783766595,0.15308275758302797,2.9068995542803764,29.15064378499825,1.0,,14.0625,0.0,14.0625,1.0,,14.0625,0.0,1.0,0.004000884531090632,0.0027334509788852087,0.01869135334868493,0.23968361612217917,0.0034380332437525915,0.0028643980307643453,3.5298760601471546
Independent,One-shot-1SE,,200,53.54,22.16,31.38,0.47028680823325025,0.7386666666666666,0.5473942314087569,0.38395609513822704,3.670491058423184,34.22585549481041,1.0,,14.0625,0.0,14.0625,1.0,,14.0625,0.0,1.0,0.007650587601444295,0.006866805878776626,0.024640013873031247,0.30403832135668063,0.010279293503456676,0.011335038381252738,1.7874751289691881
Independent,Pooled,,200,120.615,29.375,91.24,0.25829628163443014,0.9791666666666667,0.40460636002931116,0.25669013996034395,1.9276742417720942,24.355985489471223,,,,0.0,,,,,,,0.005506423435547929,0.004501036209480293,0.012703296699618501,0.197242149286948,0.0017434170674024347,0.0045749042697860376,2.086046939589533
Independent,Pooled-1SE,,200,48.12,27.445,20.675,0.6014575017369252,0.9148333333333334,0.7152658473728043,0.5634459935689933,2.2929922008867702,25.958738200821013,,,,0.0,,,,,,,0.006012220676547629,0.007220724704923664,0.018517978674198837,0.2217318903105268,0.003800566386424718,0.008904115138183183,0.8880434142133133
